resolution,viewport,frequency
1440,689,1
1440,693,1
1440,702,1
1440,712,1
1440,740,2
1440,750,1
1440,763,8
1440,769,1
1440,771,8
1440,782,2
1440,784,3
1440,786,2
1440,880,2
1440,882,2
1440,906,2
1440,968,3
1440,976,2
1440,1000,1
1440,1001,2
1440,1002,1
1440,1006,1
1440,1007,3
1440,1008,2
1440,1011,2
1440,1014,2
1440,1024,30
1440,1025,2
1440,1026,1
1440,1032,1
1440,1033,1
1440,1034,14
1440,1036,1
1440,1039,2
1440,1040,19
1440,1042,1
1440,1043,2
1440,1045,1
1440,1046,1
1440,1047,3
1440,1048,1
1440,1049,2
1440,1050,1
1440,1051,2
1440,1052,3
1440,1053,1
1440,1054,3
1440,1056,1
1440,1057,1
1440,1058,1
1440,1061,1
1440,1062,1
1440,1063,3
1440,1064,1
1440,1067,2
1440,1070,1
1440,1076,1
1440,1079,1
1440,1080,1
1440,1084,1
1440,1085,1
1440,1089,1
1440,1092,1
1440,1094,1
1440,1096,1
1440,1097,2
1440,1099,1
1440,1102,2
1440,1105,1
1440,1106,1
1440,1108,1
1440,1109,3
1440,1113,2
1440,1114,1
1440,1115,3
1440,1117,1
1440,1119,1
1440,1120,2
1440,1121,4
1440,1123,8
1440,1129,2
1440,1130,3
1440,1132,7
1440,1134,1
1440,1136,1
1440,1138,1
1440,1140,17
1440,1141,2
1440,1145,2
1440,1147,1
1440,1148,4
1440,1150,2
1440,1151,1
1440,1152,6
1440,1153,5
1440,1154,1
1440,1155,1
1440,1158,3
1440,1159,3
1440,1160,2
1440,1162,2
1440,1163,2
1440,1164,4
1440,1165,2
1440,1166,1
1440,1167,2
1440,1168,3
1440,1170,1
1440,1174,2
1440,1175,1
1440,1177,4
1440,1181,1
1440,1182,1
1440,1184,1
1440,1186,1
1440,1192,1
1440,1193,2
1440,1195,1
1440,1196,1
1440,1197,2
1440,1198,4
1440,1199,2
1440,1200,3
1440,1201,2
1440,1203,3
1440,1204,1
1440,1205,2
1440,1206,4
1440,1208,1
1440,1209,1
1440,1210,1
1440,1211,1
1440,1215,12
1440,1216,1
1440,1217,1
1440,1218,1
1440,1219,3
1440,1220,2
1440,1221,2
1440,1222,1
1440,1223,1
1440,1224,1
1440,1225,1
1440,1226,2
1440,1227,2
