resolution,viewport,frequency
1920,1868,1
1920,1872,1
1920,1873,1
1920,1874,1
1920,1876,1
1920,1877,1
1920,1878,1
1920,1885,1
1920,1887,3
1920,1889,3
1920,1890,2
1920,1891,1
1920,1895,4
1920,1896,1
1920,1898,1
1920,1899,55
1920,1900,3
1920,1901,3
1920,1902,5
1920,1903,1
1920,1904,3
1920,1905,1
1920,1907,1
1920,1911,1
1920,1912,1
1920,1914,8
1920,1915,1
1920,1916,3
1920,1917,1
1920,1918,3
1920,1920,819
1920,1926,1
768,466,1
768,470,1
768,480,1
768,481,1
768,528,1
768,640,3
768,643,1
768,660,1
768,681,1
768,742,1
768,759,1
768,768,6
768,774,1
768,784,1
768,904,1
768,920,1
768,944,1
768,980,383
768,981,678
800,320,1
800,500,2
800,511,1
800,560,1
800,571,1
800,588,1
800,630,1
800,639,1
800,681,1
800,728,1
800,734,1
800,749,1
800,755,1
800,756,1
800,758,1
800,760,1
800,761,4
800,762,1
800,763,3
800,765,1
800,768,3
800,769,1
800,770,7
800,771,11
800,772,4
800,777,2
800,779,59
800,780,28
800,782,1
800,784,3
800,788,2
800,789,1
800,790,4
800,791,1
800,792,10
800,793,2
800,794,3
800,800,315
800,802,4
800,808,2
800,888,6
800,891,1
800,960,1
800,979,1
800,980,11
800,1044,1
800,1066,4
1152,658,1
1152,664,1
1152,719,1
1152,735,1
1152,771,1
1152,791,1
1152,793,1
1152,800,1
1152,816,1
1152,838,1
1152,845,1
1152,852,7
1152,861,1
1152,937,1
1152,950,2
1152,994,1
1152,1003,1
1152,1009,1
1152,1020,1
1152,1026,1
1152,1037,1
1152,1040,2
1152,1048,2
1152,1051,1
1152,1060,1
1152,1071,1
1152,1073,1
1152,1076,1
1152,1080,1
1152,1093,2
1152,1110,1
1152,1117,1
1152,1119,5
1152,1122,2
1152,1123,2
1152,1129,4
1152,1131,62
1152,1132,24
1152,1133,2
1152,1134,2
1152,1135,19
1152,1136,5
1152,1138,1
1152,1139,1
1152,1140,1
1152,1141,2
1152,1144,4
1152,1146,1
1152,1151,1
1152,1152,280
1680,650,1
1680,771,1
1680,784,2
1680,824,1
1680,838,2
1680,889,1
1680,947,1
1680,948,1
1680,971,1
1680,993,1
1680,1008,1
1680,1023,1
1680,1024,1
1680,1029,1
1680,1103,1
1680,1175,1
1680,1178,2
1680,1205,1
1680,1211,1
1680,1218,1
1680,1263,2
1680,1274,1
1680,1286,1
1680,1305,1
1680,1338,1
1680,1344,1
1680,1354,1
1680,1361,1
1680,1372,1
1680,1380,5
1680,1388,1
1680,1419,1
1680,1425,1
1680,1426,2
1680,1447,1
1680,1480,1
1680,1531,1
1680,1540,1
1680,1549,1
1680,1555,1
1680,1561,1
1680,1569,1
1680,1574,1
1680,1600,1
1680,1604,1
1680,1618,1
1680,1624,1
1680,1648,2
1680,1653,1
1680,1655,2
1680,1659,26
1680,1660,3
1680,1662,4
1680,1663,1
1680,1670,2
1680,1672,2
1680,1676,2
1680,1678,4
1680,1679,5
1680,1680,322
1680,1767,1
1093,545,1
1093,582,1
1093,602,1
1093,610,2
1093,662,1
1093,663,1
1093,670,1
1093,746,1
1093,793,1
1093,997,1
1093,1009,1
1093,1010,1
1093,1011,2
1093,1032,1
1093,1038,1
1093,1040,1
1093,1042,1
1093,1043,1
1093,1058,1
1093,1063,2
1093,1066,1
1093,1073,3
1093,1074,4
1093,1075,2
1093,1076,52
1093,1077,1
1093,1080,3
1093,1088,1
1093,1093,270
1311,702,1
1311,1050,1
1311,1211,1
1311,1252,1
1311,1284,1
1311,1291,11
1311,1292,1
1311,1294,1
1311,1295,1
1311,1296,2
1311,1301,1
1311,1311,186
1441,304,1
1441,917,1
1441,1206,1
1441,1245,1
1441,1269,1
1441,1307,1
1441,1363,1
1441,1376,1
1441,1402,1
1441,1403,1
1441,1410,1
1441,1419,9
1441,1424,1
1441,1441,110
1249,1008,1
1249,1112,1
1249,1179,1
1249,1181,1
1249,1214,1
1249,1230,10
1249,1232,1
1249,1234,1
1249,1249,104
1192,730,2
1192,1165,2
1192,1166,1
1192,1174,8
1192,1175,2
1192,1176,1
1192,1178,5
1192,1192,75
1140,701,1
1140,1086,1
1140,1089,1
1140,1121,1
1140,1123,4
1140,1124,1
1140,1125,1
1140,1127,1
1140,1140,80
1536,925,1
1536,1010,1
1536,1014,1
1536,1173,1
1536,1437,1
1536,1508,1
1536,1516,5
1536,1519,10
1536,1522,1
1536,1523,2
1536,1536,59
1067,513,1
1067,813,3
1067,978,1
1067,1005,1
1067,1016,2
1067,1025,1
1067,1027,3
1067,1028,6
1067,1029,2
1067,1033,1
1067,1039,14
1067,1040,3
1067,1041,1
1067,1045,3
1067,1046,1
1067,1053,5
1067,1067,26
1088,617,1
1088,654,2
1088,1052,1
1088,1060,1
1088,1068,1
1088,1071,15
1088,1072,2
1088,1074,1
1088,1088,48
1525,784,1
1525,1312,1
1525,1415,1
1525,1496,1
1525,1497,2
1525,1501,4
1525,1507,2
1525,1520,1
1525,1525,57
1058,591,1
1058,1007,1
1058,1041,1
1058,1042,2
1058,1058,57
1229,981,1
1229,1123,1
1229,1149,1
1229,1200,1
1229,1209,16
1229,1210,6
1229,1213,1
1229,1229,28
1080,565,1
1080,602,1
1080,1012,1
1080,1015,1
1080,1043,1
1080,1056,1
1080,1058,22
1080,1059,4
1080,1061,1
1080,1080,19
819,580,1
819,608,1
819,677,1
819,782,1
819,786,1
819,795,1
819,796,1
819,797,2
819,798,2
819,799,1
819,802,23
819,803,1
819,819,14
911,509,1
911,843,4
911,894,2
911,897,4
911,911,30
1619,981,1
1619,1537,1
1619,1594,3
1619,1600,1
1619,1619,33
983,577,2
983,934,1
983,963,12
983,964,9
983,983,12
1350,1044,1
1350,1079,1
1350,1176,1
1350,1294,1
1350,1324,1
1350,1328,7
1350,1329,1
1350,1350,20
1017,989,1
1017,998,1
1017,1001,2
1017,1017,29
1143,895,1
1143,1084,1
1143,1120,7
1143,1121,6
1143,1143,18
960,775,1
960,903,1
960,920,1
960,923,1
960,930,1
960,939,4
960,940,1
960,946,4
960,948,1
960,960,16
960,1280,2
1365,711,1
1365,1023,1
1365,1045,1
1365,1127,1
1365,1156,1
1365,1308,1
1365,1332,1
1365,1337,7
1365,1339,2
1365,1343,1
1365,1344,1
1365,1365,12
2560,1122,1
2560,1203,1
2560,1215,1
2560,1260,1
2560,1291,1
2560,1359,1
2560,1488,3
2560,1536,1
2560,1547,1
2560,1555,5
2560,1600,1
2560,1696,1
2560,1934,1
2560,1992,1
2560,2039,1
2560,2057,1
2560,2284,1
2560,2377,2
2560,2539,1
2560,2551,1
2560,2560,2
1170,803,1
1170,1037,1
1170,1097,1
1170,1106,1
1170,1132,1
1170,1136,1
1170,1146,1
1170,1151,10
1170,1156,1
1170,1170,10
1117,684,3
1117,1033,1
1117,1094,1
1117,1095,1
1117,1096,1
1117,1099,7
1117,1100,2
1117,1117,7
1344,524,1
1344,1297,1
1344,1303,2
1344,1327,3
1344,1338,1
1344,1344,13
1400,763,1
1400,1375,1
1400,1400,19
1214,1120,1
1214,1145,1
1214,1176,1
1214,1186,1
1214,1189,5
1214,1190,4
1214,1214,8
1306,1026,1
1306,1246,2
