resolution,viewport,frequency
1680,1443,1
1680,1450,1
1680,1451,1
1680,1452,1
1680,1462,1
1680,1464,2
1680,1465,6
1680,1466,1
1680,1469,1
1680,1470,3
1680,1471,1
1680,1472,1
1680,1475,1
1680,1476,3
1680,1477,1
1680,1482,4
1680,1484,1
1680,1486,1
1680,1488,1
1680,1494,1
1680,1497,2
1680,1499,1
1680,1500,1
1680,1501,1
1680,1505,1
1680,1508,1
1680,1524,1
1680,1526,1
1680,1530,1
1680,1533,1
1680,1535,1
1680,1537,1
1680,1552,2
1680,1554,1
1680,1555,1
1680,1558,2
1680,1562,3
1680,1574,2
1680,1579,1
1680,1585,1
1680,1593,1
1680,1594,1
1680,1596,1
1680,1598,2
1680,1600,1
1680,1602,1
1680,1604,1
1680,1606,1
1680,1609,2
1680,1610,1
1680,1613,1
1680,1614,1
1680,1615,3
1680,1618,3
1680,1624,1
1680,1626,1
1680,1627,1
1680,1629,2
1680,1630,4
1680,1631,1
1680,1633,4
1680,1634,1
1680,1640,1
1680,1641,1
1680,1642,1
1680,1643,3
1680,1645,2
1680,1647,1
1680,1648,1
1680,1649,1
1680,1650,1
1680,1652,1
1680,1654,1
1680,1655,5
1680,1656,1
1680,1657,5
1680,1658,6
1680,1659,109
1680,1660,16
1680,1661,7
1680,1662,7
1680,1663,2
1680,1664,14
1680,1666,7
1680,1667,6
1680,1670,2
1680,1671,2
1680,1672,11
1680,1673,1
1680,1674,1
1680,1675,3
1680,1676,4
1680,1677,1
1680,1678,4
1680,1679,6
1680,1680,664
1680,1798,1
1152,627,1
1152,768,1
1152,771,1
