resolution,viewport,frequency
1311,1194,1
1311,1243,1
1311,1262,1
1311,1287,1
1311,1291,8
1311,1292,1
1311,1293,1
1311,1296,4
1311,1308,1
1311,1311,170
1311,1843,1
1152,852,1
1152,866,1
1152,873,1
1152,888,2
1152,962,2
1152,993,1
1152,996,1
1152,1005,1
1152,1010,2
1152,1013,1
1152,1017,1
1152,1032,1
1152,1037,1
1152,1087,1
1152,1101,1
1152,1102,1
1152,1107,1
1152,1111,1
1152,1115,1
1152,1117,1
1152,1118,1
1152,1119,1
1152,1121,2
1152,1123,2
1152,1124,1
1152,1127,4
1152,1129,2
1152,1130,2
1152,1131,36
1152,1132,14
1152,1133,1
1152,1135,11
1152,1138,1
1152,1139,1
1152,1143,1
1152,1148,1
1152,1152,68
1536,783,1
1536,869,1
1536,930,1
1536,1057,1
1536,1165,1
1536,1177,1
1536,1217,1
1536,1235,2
1536,1245,1
1536,1250,1
1536,1324,1
1536,1330,1
1536,1373,1
1536,1379,1
1536,1441,1
1536,1480,1
1536,1501,2
1536,1506,1
1536,1511,6
1536,1516,6
1536,1517,1
1536,1519,9
1536,1522,2
1536,1536,76
1441,840,1
1441,883,2
1441,1096,1
1441,1228,1
1441,1245,1
1441,1324,1
1441,1355,1
1441,1413,1
1441,1419,10
1441,1441,92
1441,1688,1
2560,1024,5
2560,1025,1
2560,1063,1
2560,1066,1
2560,1115,2
2560,1123,1
2560,1145,3
2560,1166,1
2560,1213,1
2560,1240,1
2560,1252,1
2560,1287,1
2560,1293,1
2560,1320,1
2560,1359,1
2560,1363,1
2560,1374,1
2560,1395,1
2560,1452,1
2560,1458,1
2560,1468,1
2560,1470,1
2560,1481,1
2560,1538,1
2560,1540,1
2560,1554,1
2560,1561,1
2560,1573,1
2560,1647,1
2560,1649,1
2560,1662,1
2560,1676,1
2560,1682,4
2560,1683,1
2560,1685,1
2560,1687,1
2560,1719,1
2560,1783,4
2560,1797,1
2560,1800,1
2560,1803,1
2560,1814,1
2560,1820,1
2560,1838,1
2560,1842,1
2560,1911,1
2560,1934,1
2560,1976,1
2560,2048,1
2560,2153,1
2560,2233,2
2560,2260,2
2560,2284,1
2560,2326,1
2560,2368,1
2560,2376,1
2560,2428,1
2560,2431,1
2560,2450,2
2560,2465,1
2560,2515,1
2560,2532,1
2560,2536,1
2560,2537,1
2560,2548,1
2560,2549,1
2560,2556,1
2560,2558,1
2560,2559,1
2560,2560,18
1360,993,1
1360,1180,1
1360,1214,1
1360,1298,1
1360,1312,1
1360,1315,1
1360,1321,2
1360,1329,1
1360,1339,15
1360,1344,1
1360,1347,1
1360,1352,1
1360,1360,69
1249,765,1
1249,850,1
1249,914,1
1249,1109,1
1249,1222,2
1249,1226,1
1249,1228,1
1249,1230,9
1249,1231,1
1249,1234,1
1249,1249,76
1192,1080,1
1192,1140,1
1192,1162,1
1192,1164,2
1192,1174,3
1192,1192,67
1525,934,3
1525,1200,1
1525,1225,1
1525,1319,1
1525,1336,1
1525,1402,1
1525,1408,1
1525,1411,1
1525,1412,1
1525,1432,1
1525,1466,1
1525,1501,1
1525,1505,1
1525,1525,54
1140,1048,1
1140,1091,1
1140,1116,1
1140,1123,2
1140,1127,1
1140,1140,58
800,502,1
800,571,1
800,579,1
800,613,1
800,640,1
800,695,1
800,724,1
800,738,1
800,740,2
800,752,3
800,761,1
800,763,2
800,770,1
800,771,1
800,779,6
800,782,1
800,784,1
800,787,1
800,790,2
800,792,1
800,800,25
800,979,2
800,980,1
1344,810,1
1344,962,1
1344,1095,1
1344,1150,1
1344,1273,1
1344,1281,1
1344,1292,1
1344,1324,5
1344,1325,2
1344,1327,5
1344,1328,2
1344,1330,1
1344,1344,30
1344,1536,1
1058,793,1
1058,1041,1
1058,1058,38
1067,1013,1
1067,1021,1
1067,1028,1
1067,1039,4
1067,1040,1
1067,1045,2
1067,1048,1
1067,1053,2
1067,1056,2
1067,1067,16
1067,1265,1
1067,1280,1
1619,984,1
1619,992,1
1619,1594,3
1619,1600,3
1619,1619,25
1017,558,1
1017,1001,1
1017,1004,1
1017,1017,28
1725,1057,1
1725,1699,1
1725,1725,21
911,442,1
911,869,1
911,875,1
911,894,2
911,897,1
911,911,13
979,964,2
979,979,16
1080,808,1
1080,1038,1
1080,1043,1
1080,1058,4
1080,1062,1
1080,1063,1
1080,1080,8
1120,1005,1
1120,1014,1
1120,1034,1
1120,1050,1
1120,1106,4
1120,1109,1
1120,1120,8
1229,1019,1
1229,1121,1
1229,1154,1
1229,1200,1
1229,1209,3
1229,1210,3
1229,1229,6
1400,965,1
1400,1040,1
1400,1151,1
1400,1379,5
1400,1400,7
819,694,1
819,770,1
819,797,1
819,801,1
819,802,6
819,803,1
819,819,3
320,370,1
320,397,1
320,980,11
320,981,1
1821,1116,1
1821,1735,1
1821,1739,1
1821,1821,11
853,513,1
853,703,1
853,837,1
853,839,8
853,853,3
1088,1034,2
1088,1074,1
1088,1088,10
960,894,1
960,937,1
960,940,1
960,943,1
960,946,3
960,948,2
960,960,4
1350,1325,1
1350,1328,5
1350,1329,1
1350,1350,5
1239,1162,1
1239,1239,10
1755,1040,1
1755,1546,2
1755,1701,1
1755,1721,1
1755,1722,1
1755,1755,4
1843,1360,1
1843,1620,1
1843,1634,1
1843,1843,7
1707,1116,1
1707,1435,3
1707,1645,1
1707,1679,2
1707,1680,1
1707,1707,2
1143,1007,1
1143,1120,1
1143,1121,1
1143,1139,1
1143,1143,6
